chr,from.id,from.coord,to.id,to.coord,type,size
chr11,0,0,0,0,gap,0
chr11,0,0,6,600000,domain,600000
chr11,6,600000,14,1400000,domain,800000
chr11,14,1400000,20,2000000,domain,600000
chr11,20,2000000,32,3200000,domain,1200000
chr11,32,3200000,38,3800000,domain,600000
chr11,38,3800000,61,6100000,domain,2300000
chr11,61,6100000,73,7300000,domain,1200000
chr11,73,7300000,82,8200000,domain,900000
chr11,82,8200000,91,9100000,domain,900000
chr11,91,9100000,101,10100000,domain,1000000
chr11,101,10100000,115,11500000,domain,1400000
chr11,115,11500000,127,12700000,domain,1200000
chr11,127,12700000,145,14500000,domain,1800000
chr11,145,14500000,159,15900000,domain,1400000
chr11,159,15900000,172,17200000,domain,1300000
chr11,172,17200000,180,18000000,domain,800000
chr11,180,18000000,198,19800000,domain,1800000
chr11,198,19800000,213,21300000,domain,1500000
chr11,213,21300000,220,22000000,domain,700000
chr11,220,22000000,254,25400000,domain,3400000
chr11,254,25400000,267,26700000,domain,1300000
chr11,267,26700000,277,27700000,domain,1000000
chr11,277,27700000,285,28500000,domain,800000
chr11,285,28500000,302,30200000,domain,1700000
chr11,302,30200000,314,31400000,domain,1200000
chr11,314,31400000,333,33300000,domain,1900000
chr11,333,33300000,342,34200000,domain,900000
chr11,342,34200000,355,35500000,domain,1300000
chr11,355,35500000,376,37600000,domain,2100000
chr11,376,37600000,391,39100000,domain,1500000
chr11,391,39100000,402,40200000,domain,1100000
chr11,402,40200000,413,41300000,domain,1100000
chr11,413,41300000,421,42100000,domain,800000
chr11,421,42100000,428,42800000,domain,700000
chr11,428,42800000,443,44300000,domain,1500000
chr11,443,44300000,467,46700000,domain,2400000
chr11,467,46700000,487,48700000,domain,2000000
chr11,487,48700000,508,50800000,domain,2100000
chr11,508,50800000,520,52000000,domain,1200000
chr11,520,52000000,538,53800000,domain,1800000
chr11,538,53800000,557,55700000,domain,1900000
chr11,557,55700000,569,56900000,domain,1200000
chr11,569,56900000,582,58200000,domain,1300000
chr11,582,58200000,599,59900000,domain,1700000
chr11,599,59900000,616,61600000,domain,1700000
chr11,616,61600000,623,62300000,domain,700000
chr11,623,62300000,644,64400000,domain,2100000
chr11,644,64400000,652,65200000,domain,800000
chr11,652,65200000,670,67000000,domain,1800000
chr11,670,67000000,680,68000000,domain,1000000
chr11,680,68000000,699,69900000,domain,1900000
chr11,699,69900000,711,71100000,domain,1200000
chr11,711,71100000,722,72200000,domain,1100000
chr11,722,72200000,729,72900000,domain,700000
chr11,729,72900000,739,73900000,domain,1000000
chr11,739,73900000,752,75200000,domain,1300000
chr11,752,75200000,758,75800000,domain,600000
chr11,758,75800000,772,77200000,domain,1400000
chr11,772,77200000,786,78600000,domain,1400000
chr11,786,78600000,802,80200000,domain,1600000
chr11,802,80200000,812,81200000,domain,1000000
chr11,812,81200000,823,82300000,domain,1100000
chr11,823,82300000,831,83100000,domain,800000
chr11,831,83100000,838,83800000,domain,700000
chr11,838,83800000,864,86400000,domain,2600000
chr11,864,86400000,872,87200000,domain,800000
chr11,872,87200000,885,88500000,domain,1300000
chr11,885,88500000,895,89500000,domain,1000000
chr11,895,89500000,904,90400000,domain,900000
chr11,904,90400000,919,91900000,domain,1500000
chr11,919,91900000,933,93300000,domain,1400000
chr11,933,93300000,949,94900000,domain,1600000
chr11,949,94900000,963,96300000,domain,1400000
chr11,963,96300000,972,97200000,domain,900000
chr11,972,97200000,978,97800000,domain,600000
chr11,978,97800000,988,98800000,domain,1000000
chr11,988,98800000,994,99400000,domain,600000
chr11,994,99400000,1018,101800000,domain,2400000
chr11,1018,101800000,1039,103900000,domain,2100000
chr11,1039,103900000,1046,104600000,domain,700000
chr11,1046,104600000,1054,105400000,domain,800000
chr11,1054,105400000,1083,108300000,domain,2900000
chr11,1083,108300000,1093,109300000,domain,1000000
chr11,1093,109300000,1108,110800000,domain,1500000
chr11,1108,110800000,1124,112400000,domain,1600000
chr11,1124,112400000,1130,113000000,domain,600000
chr11,1130,113000000,1138,113800000,domain,800000
chr11,1138,113800000,1149,114900000,domain,1100000
chr11,1149,114900000,1157,115700000,domain,800000
chr11,1157,115700000,1170,117000000,domain,1300000
chr11,1170,117000000,1178,117800000,domain,800000
chr11,1178,117800000,1191,119100000,domain,1300000
