chr,from.coord,to.coord,type
chr5,0,0,gap
chr5,0,700000,domain
chr5,700000,1800000,domain
chr5,1800000,4600000,domain
chr5,4600000,6500000,domain
chr5,6500000,7600000,domain
chr5,7600000,9900000,domain
chr5,9900000,11300000,domain
chr5,11300000,13300000,domain
chr5,13300000,14300000,domain
chr5,14300000,15800000,domain
chr5,15800000,17500000,domain
chr5,17500000,20000000,domain
chr5,20000000,22900000,domain
chr5,22900000,25100000,domain
chr5,25100000,28300000,domain
chr5,28300000,29600000,domain
chr5,29600000,30400000,domain
chr5,30400000,31000000,domain
chr5,31000000,31700000,domain
chr5,31700000,32400000,domain
chr5,32400000,33000000,domain
chr5,33000000,34000000,domain
chr5,34000000,34700000,domain
chr5,34700000,36300000,domain
chr5,36300000,37400000,domain
chr5,37400000,38900000,domain
chr5,38900000,39600000,domain
chr5,39600000,40900000,domain
chr5,40900000,41700000,domain
chr5,41700000,42500000,domain
chr5,42500000,43800000,domain
chr5,43800000,44400000,domain
chr5,44400000,46600000,domain
chr5,46600000,47800000,domain
chr5,47800000,48700000,domain
chr5,48700000,49400000,domain
chr5,49400000,50700000,domain
chr5,50700000,51900000,domain
chr5,51900000,53200000,domain
chr5,53200000,54300000,domain
chr5,54300000,55500000,domain
chr5,55500000,57400000,domain
chr5,57400000,58200000,domain
chr5,58200000,59000000,domain
chr5,59000000,59600000,domain
chr5,59600000,60500000,domain
chr5,60500000,61700000,domain
chr5,61700000,62800000,domain
chr5,62800000,64900000,domain
chr5,64900000,66100000,domain
chr5,66100000,68200000,domain
chr5,68200000,69700000,domain
chr5,69700000,70400000,domain
chr5,70400000,71800000,domain
chr5,71800000,72700000,domain
chr5,72700000,73700000,domain
chr5,73700000,75000000,domain
chr5,75000000,78200000,domain
chr5,78200000,78800000,domain
chr5,78800000,80000000,domain
chr5,80000000,82000000,domain
chr5,82000000,82700000,domain
chr5,82700000,86700000,domain
chr5,86700000,88000000,domain
chr5,88000000,90000000,domain
chr5,90000000,90800000,domain
chr5,90800000,92900000,domain
chr5,92900000,94000000,domain
chr5,94000000,95500000,domain
chr5,95500000,97300000,domain
chr5,97300000,98700000,domain
chr5,98700000,99900000,domain
chr5,99900000,101000000,domain
chr5,101000000,102500000,domain
chr5,102500000,103300000,domain
chr5,103300000,104000000,domain
chr5,104000000,105500000,domain
chr5,105500000,106400000,domain
chr5,106400000,107700000,domain
chr5,107700000,109200000,domain
chr5,109200000,109900000,domain
chr5,109900000,110800000,domain
chr5,110800000,112300000,domain
chr5,112300000,113800000,domain
chr5,113800000,116400000,domain
chr5,116400000,117600000,domain
chr5,117600000,120000000,domain
chr5,120000000,122100000,domain
chr5,122100000,123100000,domain
chr5,123100000,126100000,domain
chr5,126100000,127000000,domain
chr5,127000000,127900000,domain
chr5,127900000,128800000,domain
chr5,128800000,129700000,domain
chr5,129700000,130400000,domain
chr5,130400000,132700000,domain
chr5,132700000,134100000,domain
chr5,134100000,135400000,domain
chr5,135400000,136500000,domain
chr5,136500000,138000000,domain
chr5,138000000,140400000,domain
chr5,140400000,141500000,domain
chr5,141500000,142400000,domain
chr5,142400000,143700000,domain
chr5,143700000,145400000,domain
chr5,145400000,146500000,domain
chr5,146500000,147500000,domain
chr5,147500000,150100000,domain
chr5,150100000,151800000,domain
chr5,151800000,153300000,domain
chr5,153300000,157000000,domain
chr5,157000000,158500000,domain
chr5,158500000,160300000,domain
