chr,from.coord,to.coord,type
chr10,0,0,gap
chr10,0,1100000,domain
chr10,1100000,3100000,domain
chr10,3100000,4600000,domain
chr10,4600000,5300000,domain
chr10,5300000,7500000,domain
chr10,7500000,8900000,domain
chr10,8900000,10900000,domain
chr10,10900000,12700000,domain
chr10,12700000,13600000,domain
chr10,13600000,14300000,domain
chr10,14300000,16000000,domain
chr10,16000000,16600000,domain
chr10,16600000,17700000,domain
chr10,17700000,18700000,domain
chr10,18700000,19800000,domain
chr10,19800000,21000000,domain
chr10,21000000,22100000,domain
chr10,22100000,23500000,domain
chr10,23500000,24100000,domain
chr10,24100000,26400000,domain
chr10,26400000,27600000,domain
chr10,27600000,29600000,domain
chr10,29600000,30700000,domain
chr10,30700000,32100000,domain
chr10,32100000,33900000,domain
chr10,33900000,34500000,domain
chr10,34500000,35800000,domain
chr10,35800000,37000000,domain
chr10,37000000,38200000,domain
chr10,38200000,39500000,domain
chr10,39500000,40200000,domain
chr10,40200000,41000000,domain
chr10,41000000,42500000,domain
chr10,42500000,45000000,domain
chr10,45000000,46100000,domain
chr10,46100000,48000000,domain
chr10,48000000,49300000,domain
chr10,49300000,51000000,domain
chr10,51000000,51800000,domain
chr10,51800000,53000000,domain
chr10,53000000,54000000,domain
chr10,54000000,54700000,domain
chr10,54700000,55300000,domain
chr10,55300000,56000000,domain
chr10,56000000,58400000,domain
chr10,58400000,59800000,domain
chr10,59800000,60500000,domain
chr10,60500000,61400000,domain
chr10,61400000,62800000,domain
chr10,62800000,64700000,domain
chr10,64700000,65900000,domain
chr10,65900000,68100000,domain
chr10,68100000,69200000,domain
chr10,69200000,69900000,domain
chr10,69900000,70800000,domain
chr10,70800000,73500000,domain
chr10,73500000,74100000,domain
chr10,74100000,76600000,domain
chr10,76600000,78800000,domain
chr10,78800000,79800000,domain
chr10,79800000,80900000,domain
chr10,80900000,81700000,domain
chr10,81700000,83700000,domain
chr10,83700000,85300000,domain
chr10,85300000,86400000,domain
chr10,86400000,88100000,domain
chr10,88100000,89100000,domain
chr10,89100000,89800000,domain
chr10,89800000,91300000,domain
chr10,91300000,92100000,domain
chr10,92100000,94800000,domain
chr10,94800000,98100000,domain
chr10,98100000,100200000,domain
chr10,100200000,101700000,domain
chr10,101700000,102300000,domain
chr10,102300000,103300000,domain
chr10,103300000,104600000,domain
chr10,104600000,105300000,domain
chr10,105300000,107300000,domain
chr10,107300000,108700000,domain
chr10,108700000,109800000,domain
chr10,109800000,110600000,domain
chr10,110600000,111800000,domain
chr10,111800000,113200000,domain
chr10,113200000,114900000,domain
chr10,114900000,117400000,domain
chr10,117400000,119100000,domain
chr10,119100000,120800000,domain
