chr,from.coord,to.coord,type
chr17,0,0,gap
chr17,0,900000,domain
chr17,900000,2500000,domain
chr17,2500000,3400000,domain
chr17,3400000,5300000,domain
chr17,5300000,7000000,domain
chr17,7000000,7900000,domain
chr17,7900000,9500000,domain
chr17,9500000,10600000,domain
chr17,10600000,11700000,domain
chr17,11700000,12800000,domain
chr17,12800000,14100000,domain
chr17,14100000,15200000,domain
chr17,15200000,16000000,domain
chr17,16000000,17500000,domain
chr17,17500000,18800000,domain
chr17,18800000,19700000,domain
chr17,19700000,21100000,domain
chr17,21100000,23200000,domain
chr17,23200000,24600000,domain
chr17,24600000,25400000,domain
chr17,25400000,26200000,domain
chr17,26200000,27600000,domain
chr17,27600000,28700000,domain
chr17,28700000,30000000,domain
chr17,30000000,31200000,domain
chr17,31200000,32300000,domain
chr17,32300000,33500000,domain
chr17,33500000,34900000,domain
chr17,34900000,36800000,domain
chr17,36800000,37400000,domain
chr17,37400000,38300000,domain
chr17,38300000,39100000,domain
chr17,39100000,40600000,domain
chr17,40600000,41800000,domain
chr17,41800000,45200000,domain
chr17,45200000,46200000,domain
chr17,46200000,47200000,domain
chr17,47200000,48200000,domain
chr17,48200000,49600000,domain
chr17,49600000,50300000,domain
chr17,50300000,51000000,domain
chr17,51000000,51900000,domain
chr17,51900000,52500000,domain
chr17,52500000,53800000,domain
chr17,53800000,54900000,domain
chr17,54900000,56200000,domain
chr17,56200000,57300000,domain
chr17,57300000,57900000,domain
chr17,57900000,58500000,domain
chr17,58500000,59500000,domain
chr17,59500000,60600000,domain
chr17,60600000,62600000,domain
chr17,62600000,63400000,domain
chr17,63400000,64700000,domain
chr17,64700000,65700000,domain
chr17,65700000,66500000,domain
chr17,66500000,67200000,domain
chr17,67200000,68500000,domain
chr17,68500000,69500000,domain
chr17,69500000,71100000,domain
chr17,71100000,72600000,domain
