chr,from.id,from.coord,to.id,to.coord,type,size
chr13,0,0,0,0,gap,0
chr13,0,0,10,1000000,domain,1000000
chr13,10,1000000,29,2900000,domain,1900000
chr13,29,2900000,47,4700000,domain,1800000
chr13,47,4700000,63,6300000,domain,1600000
chr13,63,6300000,70,7000000,domain,700000
chr13,70,7000000,78,7800000,domain,800000
chr13,78,7800000,85,8500000,domain,700000
chr13,85,8500000,96,9600000,domain,1100000
chr13,96,9600000,105,10500000,domain,900000
chr13,105,10500000,112,11200000,domain,700000
chr13,112,11200000,122,12200000,domain,1000000
chr13,122,12200000,130,13000000,domain,800000
chr13,130,13000000,147,14700000,domain,1700000
chr13,147,14700000,160,16000000,domain,1300000
chr13,160,16000000,178,17800000,domain,1800000
chr13,178,17800000,192,19200000,domain,1400000
chr13,192,19200000,207,20700000,domain,1500000
chr13,207,20700000,217,21700000,domain,1000000
chr13,217,21700000,230,23000000,domain,1300000
chr13,230,23000000,240,24000000,domain,1000000
chr13,240,24000000,252,25200000,domain,1200000
chr13,252,25200000,270,27000000,domain,1800000
chr13,270,27000000,282,28200000,domain,1200000
chr13,282,28200000,294,29400000,domain,1200000
chr13,294,29400000,300,30000000,domain,600000
chr13,300,30000000,344,34400000,domain,4400000
chr13,344,34400000,362,36200000,domain,1800000
chr13,362,36200000,374,37400000,domain,1200000
chr13,374,37400000,388,38800000,domain,1400000
chr13,388,38800000,413,41300000,domain,2500000
chr13,413,41300000,426,42600000,domain,1300000
chr13,426,42600000,442,44200000,domain,1600000
chr13,442,44200000,463,46300000,domain,2100000
chr13,463,46300000,475,47500000,domain,1200000
chr13,475,47500000,495,49500000,domain,2000000
chr13,495,49500000,506,50600000,domain,1100000
chr13,506,50600000,513,51300000,domain,700000
chr13,513,51300000,521,52100000,domain,800000
chr13,521,52100000,538,53800000,domain,1700000
chr13,538,53800000,545,54500000,domain,700000
chr13,545,54500000,565,56500000,domain,2000000
chr13,565,56500000,579,57900000,domain,1400000
chr13,579,57900000,593,59300000,domain,1400000
chr13,593,59300000,617,61700000,domain,2400000
chr13,617,61700000,628,62800000,domain,1100000
chr13,628,62800000,660,66000000,domain,3200000
chr13,660,66000000,679,67900000,domain,1900000
chr13,679,67900000,690,69000000,domain,1100000
chr13,690,69000000,721,72100000,domain,3100000
chr13,721,72100000,728,72800000,domain,700000
chr13,728,72800000,737,73700000,domain,900000
chr13,737,73700000,745,74500000,domain,800000
chr13,745,74500000,755,75500000,domain,1000000
chr13,755,75500000,765,76500000,domain,1000000
chr13,765,76500000,788,78800000,domain,2300000
chr13,788,78800000,806,80600000,domain,1800000
chr13,806,80600000,813,81300000,domain,700000
chr13,813,81300000,831,83100000,domain,1800000
chr13,831,83100000,841,84100000,domain,1000000
chr13,841,84100000,849,84900000,domain,800000
chr13,849,84900000,864,86400000,domain,1500000
chr13,864,86400000,872,87200000,domain,800000
chr13,872,87200000,881,88100000,domain,900000
chr13,881,88100000,892,89200000,domain,1100000
chr13,892,89200000,902,90200000,domain,1000000
