chr,from.id,from.coord,to.id,to.coord,type,size
chr22,0,0,160,16000000,gap,16000000
chr22,160,16000000,167,16700000,domain,700000
chr22,167,16700000,168,16800000,gap,100000
chr22,168,16800000,188,18800000,domain,2000000
chr22,188,18800000,205,20500000,domain,1700000
chr22,205,20500000,217,21700000,domain,1200000
chr22,217,21700000,240,24000000,domain,2300000
chr22,240,24000000,250,25000000,domain,1000000
chr22,250,25000000,271,27100000,domain,2100000
chr22,271,27100000,282,28200000,domain,1100000
chr22,282,28200000,290,29000000,domain,800000
chr22,290,29000000,297,29700000,domain,700000
chr22,297,29700000,308,30800000,domain,1100000
chr22,308,30800000,317,31700000,domain,900000
chr22,317,31700000,336,33600000,domain,1900000
chr22,336,33600000,344,34400000,domain,800000
chr22,344,34400000,356,35600000,domain,1200000
chr22,356,35600000,369,36900000,domain,1300000
chr22,369,36900000,375,37500000,domain,600000
chr22,375,37500000,389,38900000,domain,1400000
chr22,389,38900000,397,39700000,domain,800000
chr22,397,39700000,405,40500000,domain,800000
chr22,405,40500000,418,41800000,domain,1300000
chr22,418,41800000,428,42800000,domain,1000000
chr22,428,42800000,434,43400000,domain,600000
chr22,434,43400000,441,44100000,domain,700000
chr22,441,44100000,450,45000000,domain,900000
chr22,450,45000000,474,47400000,domain,2400000
chr22,474,47400000,487,48700000,domain,1300000
chr22,487,48700000,499,49900000,domain,1200000
chr22,499,49900000,511,51100000,domain,1200000
