chr,from.id,from.coord,to.id,to.coord,type,size
chr9,0,0,0,0,gap,0
chr9,0,0,11,1100000,domain,1100000
chr9,11,1100000,22,2200000,domain,1100000
chr9,22,2200000,29,2900000,domain,700000
chr9,29,2900000,43,4300000,domain,1400000
chr9,43,4300000,57,5700000,domain,1400000
chr9,57,5700000,68,6800000,domain,1100000
chr9,68,6800000,99,9900000,domain,3100000
chr9,99,9900000,124,12400000,domain,2500000
chr9,124,12400000,131,13100000,domain,700000
chr9,131,13100000,150,15000000,domain,1900000
chr9,150,15000000,157,15700000,domain,700000
chr9,157,15700000,174,17400000,domain,1700000
chr9,174,17400000,182,18200000,domain,800000
chr9,182,18200000,194,19400000,domain,1200000
chr9,194,19400000,211,21100000,domain,1700000
chr9,211,21100000,224,22400000,domain,1300000
chr9,224,22400000,265,26500000,domain,4100000
chr9,265,26500000,309,30900000,domain,4400000
chr9,309,30900000,322,32200000,domain,1300000
chr9,322,32200000,331,33100000,domain,900000
chr9,331,33100000,344,34400000,domain,1300000
chr9,344,34400000,353,35300000,domain,900000
chr9,353,35300000,365,36500000,domain,1200000
chr9,365,36500000,381,38100000,domain,1600000
chr9,381,38100000,386,38600000,domain,500000
chr9,386,38600000,393,39300000,domain,700000
chr9,393,39300000,396,39600000,domain,300000
chr9,396,39600000,399,39900000,domain,300000
chr9,399,39900000,402,40200000,domain,300000
chr9,402,40200000,406,40600000,domain,400000
chr9,406,40600000,411,41100000,domain,500000
chr9,411,41100000,414,41400000,domain,300000
chr9,414,41400000,419,41900000,domain,500000
chr9,419,41900000,428,42800000,domain,900000
chr9,428,42800000,441,44100000,domain,1300000
chr9,441,44100000,448,44800000,domain,700000
chr9,448,44800000,455,45500000,domain,700000
chr9,455,45500000,477,47700000,domain,2200000
chr9,477,47700000,495,49500000,domain,1800000
chr9,495,49500000,501,50100000,domain,600000
chr9,501,50100000,510,51000000,domain,900000
chr9,510,51000000,519,51900000,domain,900000
chr9,519,51900000,532,53200000,domain,1300000
chr9,532,53200000,541,54100000,domain,900000
chr9,541,54100000,549,54900000,domain,800000
chr9,549,54900000,581,58100000,domain,3200000
chr9,581,58100000,592,59200000,domain,1100000
chr9,592,59200000,612,61200000,domain,2000000
chr9,612,61200000,626,62600000,domain,1400000
chr9,626,62600000,640,64000000,domain,1400000
chr9,640,64000000,654,65400000,domain,1400000
chr9,654,65400000,666,66600000,domain,1200000
chr9,666,66600000,673,67300000,domain,700000
chr9,673,67300000,689,68900000,domain,1600000
chr9,689,68900000,696,69600000,domain,700000
chr9,696,69600000,707,70700000,domain,1100000
chr9,707,70700000,724,72400000,domain,1700000
chr9,724,72400000,731,73100000,domain,700000
chr9,731,73100000,743,74300000,domain,1200000
chr9,743,74300000,754,75400000,domain,1100000
chr9,754,75400000,785,78500000,domain,3100000
chr9,785,78500000,796,79600000,domain,1100000
chr9,796,79600000,812,81200000,domain,1600000
chr9,812,81200000,825,82500000,domain,1300000
chr9,825,82500000,831,83100000,domain,600000
chr9,831,83100000,848,84800000,domain,1700000
chr9,848,84800000,865,86500000,domain,1700000
chr9,865,86500000,872,87200000,domain,700000
chr9,872,87200000,881,88100000,domain,900000
chr9,881,88100000,893,89300000,domain,1200000
chr9,893,89300000,901,90100000,domain,800000
chr9,901,90100000,920,92000000,domain,1900000
chr9,920,92000000,931,93100000,domain,1100000
chr9,931,93100000,938,93800000,domain,700000
chr9,938,93800000,944,94400000,domain,600000
chr9,944,94400000,957,95700000,domain,1300000
chr9,957,95700000,962,96200000,domain,500000
chr9,962,96200000,971,97100000,domain,900000
chr9,971,97100000,988,98800000,domain,1700000
chr9,988,98800000,996,99600000,domain,800000
chr9,996,99600000,1007,100700000,domain,1100000
chr9,1007,100700000,1014,101400000,domain,700000
chr9,1014,101400000,1030,103000000,domain,1600000
chr9,1030,103000000,1062,106200000,domain,3200000
chr9,1062,106200000,1074,107400000,domain,1200000
chr9,1074,107400000,1082,108200000,domain,800000
