chr,from.id,from.coord,to.id,to.coord,type,size
chr1,0,0,0,0,gap,0
chr1,0,0,11,1100000,domain,1100000
chr1,11,1100000,18,1800000,domain,700000
chr1,18,1800000,25,2500000,domain,700000
chr1,25,2500000,50,5000000,domain,2500000
chr1,50,5000000,68,6800000,domain,1800000
chr1,68,6800000,82,8200000,domain,1400000
chr1,82,8200000,93,9300000,domain,1100000
chr1,93,9300000,99,9900000,domain,600000
chr1,99,9900000,108,10800000,domain,900000
chr1,108,10800000,114,11400000,domain,600000
chr1,114,11400000,133,13300000,domain,1900000
chr1,133,13300000,146,14600000,domain,1300000
chr1,146,14600000,165,16500000,domain,1900000
chr1,165,16500000,177,17700000,domain,1200000
chr1,177,17700000,183,18300000,domain,600000
chr1,183,18300000,190,19000000,domain,700000
chr1,190,19000000,208,20800000,domain,1800000
chr1,208,20800000,217,21700000,domain,900000
chr1,217,21700000,228,22800000,domain,1100000
chr1,228,22800000,234,23400000,domain,600000
chr1,234,23400000,241,24100000,domain,700000
chr1,241,24100000,255,25500000,domain,1400000
chr1,255,25500000,269,26900000,domain,1400000
chr1,269,26900000,276,27600000,domain,700000
chr1,276,27600000,293,29300000,domain,1700000
chr1,293,29300000,305,30500000,domain,1200000
chr1,305,30500000,321,32100000,domain,1600000
chr1,321,32100000,331,33100000,domain,1000000
chr1,331,33100000,345,34500000,domain,1400000
chr1,345,34500000,353,35300000,domain,800000
chr1,353,35300000,364,36400000,domain,1100000
chr1,364,36400000,389,38900000,domain,2500000
chr1,389,38900000,396,39600000,domain,700000
chr1,396,39600000,403,40300000,domain,700000
chr1,403,40300000,410,41000000,domain,700000
chr1,410,41000000,427,42700000,domain,1700000
chr1,427,42700000,450,45000000,domain,2300000
chr1,450,45000000,460,46000000,domain,1000000
chr1,460,46000000,467,46700000,domain,700000
chr1,467,46700000,479,47900000,domain,1200000
chr1,479,47900000,495,49500000,domain,1600000
chr1,495,49500000,512,51200000,domain,1700000
chr1,512,51200000,531,53100000,domain,1900000
chr1,531,53100000,544,54400000,domain,1300000
chr1,544,54400000,553,55300000,domain,900000
chr1,553,55300000,566,56600000,domain,1300000
chr1,566,56600000,573,57300000,domain,700000
chr1,573,57300000,580,58000000,domain,700000
chr1,580,58000000,593,59300000,domain,1300000
chr1,593,59300000,604,60400000,domain,1100000
chr1,604,60400000,612,61200000,domain,800000
