chr,from.id,from.coord,to.id,to.coord,type,size
chr10,0,0,0,0,gap,0
chr10,0,0,11,1100000,domain,1100000
chr10,11,1100000,31,3100000,domain,2000000
chr10,31,3100000,46,4600000,domain,1500000
chr10,46,4600000,53,5300000,domain,700000
chr10,53,5300000,75,7500000,domain,2200000
chr10,75,7500000,89,8900000,domain,1400000
chr10,89,8900000,109,10900000,domain,2000000
chr10,109,10900000,127,12700000,domain,1800000
chr10,127,12700000,136,13600000,domain,900000
chr10,136,13600000,143,14300000,domain,700000
chr10,143,14300000,160,16000000,domain,1700000
chr10,160,16000000,166,16600000,domain,600000
chr10,166,16600000,177,17700000,domain,1100000
chr10,177,17700000,187,18700000,domain,1000000
chr10,187,18700000,198,19800000,domain,1100000
chr10,198,19800000,210,21000000,domain,1200000
chr10,210,21000000,221,22100000,domain,1100000
chr10,221,22100000,235,23500000,domain,1400000
chr10,235,23500000,241,24100000,domain,600000
chr10,241,24100000,264,26400000,domain,2300000
chr10,264,26400000,276,27600000,domain,1200000
chr10,276,27600000,296,29600000,domain,2000000
chr10,296,29600000,307,30700000,domain,1100000
chr10,307,30700000,321,32100000,domain,1400000
chr10,321,32100000,339,33900000,domain,1800000
chr10,339,33900000,345,34500000,domain,600000
chr10,345,34500000,358,35800000,domain,1300000
chr10,358,35800000,370,37000000,domain,1200000
chr10,370,37000000,382,38200000,domain,1200000
chr10,382,38200000,395,39500000,domain,1300000
chr10,395,39500000,402,40200000,domain,700000
chr10,402,40200000,410,41000000,domain,800000
chr10,410,41000000,425,42500000,domain,1500000
chr10,425,42500000,450,45000000,domain,2500000
chr10,450,45000000,461,46100000,domain,1100000
chr10,461,46100000,480,48000000,domain,1900000
chr10,480,48000000,493,49300000,domain,1300000
chr10,493,49300000,510,51000000,domain,1700000
chr10,510,51000000,518,51800000,domain,800000
chr10,518,51800000,530,53000000,domain,1200000
chr10,530,53000000,540,54000000,domain,1000000
chr10,540,54000000,547,54700000,domain,700000
chr10,547,54700000,553,55300000,domain,600000
chr10,553,55300000,560,56000000,domain,700000
chr10,560,56000000,584,58400000,domain,2400000
chr10,584,58400000,598,59800000,domain,1400000
chr10,598,59800000,605,60500000,domain,700000
chr10,605,60500000,614,61400000,domain,900000
chr10,614,61400000,628,62800000,domain,1400000
chr10,628,62800000,647,64700000,domain,1900000
chr10,647,64700000,659,65900000,domain,1200000
chr10,659,65900000,681,68100000,domain,2200000
chr10,681,68100000,692,69200000,domain,1100000
chr10,692,69200000,699,69900000,domain,700000
chr10,699,69900000,708,70800000,domain,900000
chr10,708,70800000,735,73500000,domain,2700000
chr10,735,73500000,741,74100000,domain,600000
chr10,741,74100000,766,76600000,domain,2500000
chr10,766,76600000,788,78800000,domain,2200000
chr10,788,78800000,798,79800000,domain,1000000
chr10,798,79800000,809,80900000,domain,1100000
chr10,809,80900000,817,81700000,domain,800000
chr10,817,81700000,837,83700000,domain,2000000
chr10,837,83700000,853,85300000,domain,1600000
chr10,853,85300000,864,86400000,domain,1100000
chr10,864,86400000,881,88100000,domain,1700000
chr10,881,88100000,891,89100000,domain,1000000
chr10,891,89100000,898,89800000,domain,700000
chr10,898,89800000,913,91300000,domain,1500000
chr10,913,91300000,921,92100000,domain,800000
chr10,921,92100000,948,94800000,domain,2700000
chr10,948,94800000,981,98100000,domain,3300000
chr10,981,98100000,1002,100200000,domain,2100000
chr10,1002,100200000,1017,101700000,domain,1500000
chr10,1017,101700000,1023,102300000,domain,600000
chr10,1023,102300000,1033,103300000,domain,1000000
chr10,1033,103300000,1046,104600000,domain,1300000
chr10,1046,104600000,1053,105300000,domain,700000
chr10,1053,105300000,1073,107300000,domain,2000000
chr10,1073,107300000,1087,108700000,domain,1400000
chr10,1087,108700000,1098,109800000,domain,1100000
chr10,1098,109800000,1106,110600000,domain,800000
chr10,1106,110600000,1118,111800000,domain,1200000
chr10,1118,111800000,1132,113200000,domain,1400000
chr10,1132,113200000,1149,114900000,domain,1700000
chr10,1149,114900000,1174,117400000,domain,2500000
chr10,1174,117400000,1191,119100000,domain,1700000
chr10,1191,119100000,1208,120800000,domain,1700000
