chr,from.id,from.coord,to.id,to.coord,type,size
chr16,0,0,0,0,gap,0
chr16,0,0,7,700000,domain,700000
chr16,7,700000,13,1300000,domain,600000
chr16,13,1300000,20,2000000,domain,700000
chr16,20,2000000,30,3000000,domain,1000000
chr16,30,3000000,44,4400000,domain,1400000
chr16,44,4400000,52,5200000,domain,800000
chr16,52,5200000,67,6700000,domain,1500000
chr16,67,6700000,86,8600000,domain,1900000
chr16,86,8600000,93,9300000,domain,700000
chr16,93,9300000,109,10900000,domain,1600000
chr16,109,10900000,116,11600000,domain,700000
chr16,116,11600000,134,13400000,domain,1800000
chr16,134,13400000,142,14200000,domain,800000
chr16,142,14200000,152,15200000,domain,1000000
chr16,152,15200000,166,16600000,domain,1400000
chr16,166,16600000,175,17500000,domain,900000
chr16,175,17500000,185,18500000,domain,1000000
chr16,185,18500000,193,19300000,domain,800000
chr16,193,19300000,202,20200000,domain,900000
chr16,202,20200000,212,21200000,domain,1000000
chr16,212,21200000,229,22900000,domain,1700000
chr16,229,22900000,248,24800000,domain,1900000
chr16,248,24800000,260,26000000,domain,1200000
chr16,260,26000000,270,27000000,domain,1000000
chr16,270,27000000,277,27700000,domain,700000
chr16,277,27700000,289,28900000,domain,1200000
chr16,289,28900000,298,29800000,domain,900000
chr16,298,29800000,308,30800000,domain,1000000
chr16,308,30800000,326,32600000,domain,1800000
chr16,326,32600000,331,33100000,domain,500000
chr16,331,33100000,344,34400000,domain,1300000
chr16,344,34400000,351,35100000,domain,700000
chr16,351,35100000,363,36300000,domain,1200000
chr16,363,36300000,372,37200000,domain,900000
chr16,372,37200000,413,41300000,domain,4100000
chr16,413,41300000,423,42300000,domain,1000000
chr16,423,42300000,457,45700000,domain,3400000
chr16,457,45700000,468,46800000,domain,1100000
chr16,468,46800000,487,48700000,domain,1900000
chr16,487,48700000,504,50400000,domain,1700000
chr16,504,50400000,514,51400000,domain,1000000
chr16,514,51400000,523,52300000,domain,900000
chr16,523,52300000,531,53100000,domain,800000
chr16,531,53100000,539,53900000,domain,800000
chr16,539,53900000,548,54800000,domain,900000
chr16,548,54800000,570,57000000,domain,2200000
chr16,570,57000000,585,58500000,domain,1500000
chr16,585,58500000,599,59900000,domain,1400000
chr16,599,59900000,609,60900000,domain,1000000
chr16,609,60900000,623,62300000,domain,1400000
chr16,623,62300000,637,63700000,domain,1400000
chr16,637,63700000,645,64500000,domain,800000
chr16,645,64500000,662,66200000,domain,1700000
chr16,662,66200000,678,67800000,domain,1600000
chr16,678,67800000,691,69100000,domain,1300000
chr16,691,69100000,703,70300000,domain,1200000
chr16,703,70300000,714,71400000,domain,1100000
chr16,714,71400000,719,71900000,domain,500000
