chr,from.id,from.coord,to.id,to.coord,type,size
chr14,0,0,0,0,gap,0
chr14,0,0,15,1500000,domain,1500000
chr14,15,1500000,21,2100000,domain,600000
chr14,21,2100000,42,4200000,domain,2100000
chr14,42,4200000,51,5100000,domain,900000
chr14,51,5100000,84,8400000,domain,3300000
chr14,84,8400000,93,9300000,domain,900000
chr14,93,9300000,103,10300000,domain,1000000
chr14,103,10300000,112,11200000,domain,900000
chr14,112,11200000,123,12300000,domain,1100000
chr14,123,12300000,135,13500000,domain,1200000
chr14,135,13500000,143,14300000,domain,800000
chr14,143,14300000,156,15600000,domain,1300000
chr14,156,15600000,169,16900000,domain,1300000
chr14,169,16900000,177,17700000,domain,800000
chr14,177,17700000,187,18700000,domain,1000000
chr14,187,18700000,215,21500000,domain,2800000
chr14,215,21500000,246,24600000,domain,3100000
chr14,246,24600000,251,25100000,domain,500000
chr14,251,25100000,262,26200000,domain,1100000
chr14,262,26200000,293,29300000,domain,3100000
chr14,293,29300000,306,30600000,domain,1300000
chr14,306,30600000,317,31700000,domain,1100000
chr14,317,31700000,330,33000000,domain,1300000
chr14,330,33000000,341,34100000,domain,1100000
chr14,341,34100000,361,36100000,domain,2000000
chr14,361,36100000,370,37000000,domain,900000
chr14,370,37000000,378,37800000,domain,800000
chr14,378,37800000,392,39200000,domain,1400000
chr14,392,39200000,403,40300000,domain,1100000
chr14,403,40300000,415,41500000,domain,1200000
chr14,415,41500000,427,42700000,domain,1200000
chr14,427,42700000,443,44300000,domain,1600000
chr14,443,44300000,455,45500000,domain,1200000
chr14,455,45500000,466,46600000,domain,1100000
chr14,466,46600000,473,47300000,domain,700000
chr14,473,47300000,491,49100000,domain,1800000
chr14,491,49100000,499,49900000,domain,800000
chr14,499,49900000,507,50700000,domain,800000
chr14,507,50700000,519,51900000,domain,1200000
chr14,519,51900000,526,52600000,domain,700000
chr14,526,52600000,531,53100000,domain,500000
chr14,531,53100000,551,55100000,domain,2000000
chr14,551,55100000,562,56200000,domain,1100000
chr14,562,56200000,573,57300000,domain,1100000
chr14,573,57300000,588,58800000,domain,1500000
chr14,588,58800000,601,60100000,domain,1300000
chr14,601,60100000,634,63400000,domain,3300000
chr14,634,63400000,650,65000000,domain,1600000
chr14,650,65000000,663,66300000,domain,1300000
chr14,663,66300000,672,67200000,domain,900000
chr14,672,67200000,684,68400000,domain,1200000
chr14,684,68400000,696,69600000,domain,1200000
chr14,696,69600000,710,71000000,domain,1400000
chr14,710,71000000,718,71800000,domain,800000
chr14,718,71800000,726,72600000,domain,800000
chr14,726,72600000,754,75400000,domain,2800000
chr14,754,75400000,765,76500000,domain,1100000
chr14,765,76500000,777,77700000,domain,1200000
chr14,777,77700000,799,79900000,domain,2200000
chr14,799,79900000,807,80700000,domain,800000
chr14,807,80700000,823,82300000,domain,1600000
chr14,823,82300000,828,82800000,domain,500000
