chr,from.id,from.coord,to.id,to.coord,type,size
chr21,0,0,94,9400000,gap,9400000
chr21,94,9400000,112,11200000,domain,1800000
chr21,112,11200000,143,14300000,gap,3100000
chr21,143,14300000,156,15600000,domain,1300000
chr21,156,15600000,163,16300000,domain,700000
chr21,163,16300000,174,17400000,domain,1100000
chr21,174,17400000,187,18700000,domain,1300000
chr21,187,18700000,196,19600000,domain,900000
chr21,196,19600000,223,22300000,domain,2700000
chr21,223,22300000,242,24200000,domain,1900000
chr21,242,24200000,269,26900000,domain,2700000
chr21,269,26900000,280,28000000,domain,1100000
chr21,280,28000000,301,30100000,domain,2100000
chr21,301,30100000,312,31200000,domain,1100000
chr21,312,31200000,323,32300000,domain,1100000
chr21,323,32300000,330,33000000,domain,700000
chr21,330,33000000,337,33700000,domain,700000
chr21,337,33700000,352,35200000,domain,1500000
chr21,352,35200000,366,36600000,domain,1400000
chr21,366,36600000,373,37300000,domain,700000
chr21,373,37300000,379,37900000,domain,600000
chr21,379,37900000,387,38700000,domain,800000
chr21,387,38700000,398,39800000,domain,1100000
chr21,398,39800000,414,41400000,domain,1600000
chr21,414,41400000,421,42100000,domain,700000
chr21,421,42100000,429,42900000,domain,800000
chr21,429,42900000,445,44500000,domain,1600000
chr21,445,44500000,452,45200000,domain,700000
