chr,from.id,from.coord,to.id,to.coord,type,size
chr17,0,0,0,0,gap,0
chr17,0,0,9,900000,domain,900000
chr17,9,900000,25,2500000,domain,1600000
chr17,25,2500000,34,3400000,domain,900000
chr17,34,3400000,53,5300000,domain,1900000
chr17,53,5300000,70,7000000,domain,1700000
chr17,70,7000000,79,7900000,domain,900000
chr17,79,7900000,95,9500000,domain,1600000
chr17,95,9500000,106,10600000,domain,1100000
chr17,106,10600000,117,11700000,domain,1100000
chr17,117,11700000,128,12800000,domain,1100000
chr17,128,12800000,141,14100000,domain,1300000
chr17,141,14100000,152,15200000,domain,1100000
chr17,152,15200000,160,16000000,domain,800000
chr17,160,16000000,175,17500000,domain,1500000
chr17,175,17500000,188,18800000,domain,1300000
chr17,188,18800000,197,19700000,domain,900000
chr17,197,19700000,211,21100000,domain,1400000
chr17,211,21100000,232,23200000,domain,2100000
chr17,232,23200000,246,24600000,domain,1400000
chr17,246,24600000,254,25400000,domain,800000
chr17,254,25400000,262,26200000,domain,800000
chr17,262,26200000,276,27600000,domain,1400000
chr17,276,27600000,287,28700000,domain,1100000
chr17,287,28700000,300,30000000,domain,1300000
chr17,300,30000000,312,31200000,domain,1200000
chr17,312,31200000,323,32300000,domain,1100000
chr17,323,32300000,335,33500000,domain,1200000
chr17,335,33500000,349,34900000,domain,1400000
chr17,349,34900000,368,36800000,domain,1900000
chr17,368,36800000,374,37400000,domain,600000
chr17,374,37400000,383,38300000,domain,900000
chr17,383,38300000,391,39100000,domain,800000
chr17,391,39100000,406,40600000,domain,1500000
chr17,406,40600000,418,41800000,domain,1200000
chr17,418,41800000,452,45200000,domain,3400000
chr17,452,45200000,462,46200000,domain,1000000
chr17,462,46200000,472,47200000,domain,1000000
chr17,472,47200000,482,48200000,domain,1000000
chr17,482,48200000,496,49600000,domain,1400000
chr17,496,49600000,503,50300000,domain,700000
chr17,503,50300000,510,51000000,domain,700000
chr17,510,51000000,519,51900000,domain,900000
chr17,519,51900000,525,52500000,domain,600000
chr17,525,52500000,538,53800000,domain,1300000
chr17,538,53800000,549,54900000,domain,1100000
chr17,549,54900000,562,56200000,domain,1300000
chr17,562,56200000,573,57300000,domain,1100000
chr17,573,57300000,579,57900000,domain,600000
chr17,579,57900000,585,58500000,domain,600000
chr17,585,58500000,595,59500000,domain,1000000
chr17,595,59500000,606,60600000,domain,1100000
chr17,606,60600000,626,62600000,domain,2000000
chr17,626,62600000,634,63400000,domain,800000
chr17,634,63400000,647,64700000,domain,1300000
chr17,647,64700000,657,65700000,domain,1000000
chr17,657,65700000,665,66500000,domain,800000
chr17,665,66500000,672,67200000,domain,700000
chr17,672,67200000,685,68500000,domain,1300000
chr17,685,68500000,695,69500000,domain,1000000
chr17,695,69500000,711,71100000,domain,1600000
chr17,711,71100000,726,72600000,domain,1500000
