chr,from.id,from.coord,to.id,to.coord,type,size
chr3,0,0,0,0,gap,0
chr3,0,0,5,500000,domain,500000
chr3,5,500000,20,2000000,domain,1500000
chr3,20,2000000,30,3000000,domain,1000000
chr3,30,3000000,46,4600000,domain,1600000
chr3,46,4600000,64,6400000,domain,1800000
chr3,64,6400000,84,8400000,domain,2000000
chr3,84,8400000,91,9100000,domain,700000
chr3,91,9100000,106,10600000,domain,1500000
chr3,106,10600000,115,11500000,domain,900000
chr3,115,11500000,123,12300000,domain,800000
chr3,123,12300000,135,13500000,domain,1200000
chr3,135,13500000,142,14200000,domain,700000
chr3,142,14200000,159,15900000,domain,1700000
chr3,159,15900000,173,17300000,domain,1400000
chr3,173,17300000,198,19800000,domain,2500000
chr3,198,19800000,208,20800000,domain,1000000
chr3,208,20800000,223,22300000,domain,1500000
chr3,223,22300000,229,22900000,domain,600000
chr3,229,22900000,239,23900000,domain,1000000
chr3,239,23900000,252,25200000,domain,1300000
chr3,252,25200000,269,26900000,domain,1700000
chr3,269,26900000,276,27600000,domain,700000
chr3,276,27600000,297,29700000,domain,2100000
chr3,297,29700000,304,30400000,domain,700000
chr3,304,30400000,325,32500000,domain,2100000
chr3,325,32500000,333,33300000,domain,800000
chr3,333,33300000,339,33900000,domain,600000
chr3,339,33900000,345,34500000,domain,600000
chr3,345,34500000,355,35500000,domain,1000000
chr3,355,35500000,365,36500000,domain,1000000
chr3,365,36500000,388,38800000,domain,2300000
chr3,388,38800000,396,39600000,domain,800000
chr3,396,39600000,403,40300000,domain,700000
chr3,403,40300000,413,41300000,domain,1000000
chr3,413,41300000,419,41900000,domain,600000
chr3,419,41900000,430,43000000,domain,1100000
chr3,430,43000000,441,44100000,domain,1100000
chr3,441,44100000,455,45500000,domain,1400000
chr3,455,45500000,488,48800000,domain,3300000
chr3,488,48800000,502,50200000,domain,1400000
chr3,502,50200000,517,51700000,domain,1500000
chr3,517,51700000,532,53200000,domain,1500000
chr3,532,53200000,541,54100000,domain,900000
chr3,541,54100000,557,55700000,domain,1600000
chr3,557,55700000,563,56300000,domain,600000
chr3,563,56300000,580,58000000,domain,1700000
chr3,580,58000000,587,58700000,domain,700000
chr3,587,58700000,597,59700000,domain,1000000
chr3,597,59700000,607,60700000,domain,1000000
chr3,607,60700000,617,61700000,domain,1000000
chr3,617,61700000,635,63500000,domain,1800000
chr3,635,63500000,648,64800000,domain,1300000
chr3,648,64800000,664,66400000,domain,1600000
chr3,664,66400000,677,67700000,domain,1300000
chr3,677,67700000,689,68900000,domain,1200000
chr3,689,68900000,698,69800000,domain,900000
chr3,698,69800000,717,71700000,domain,1900000
chr3,717,71700000,745,74500000,domain,2800000
chr3,745,74500000,756,75600000,domain,1100000
chr3,756,75600000,772,77200000,domain,1600000
chr3,772,77200000,782,78200000,domain,1000000
chr3,782,78200000,800,80000000,domain,1800000
chr3,800,80000000,819,81900000,domain,1900000
chr3,819,81900000,830,83000000,domain,1100000
chr3,830,83000000,838,83800000,domain,800000
chr3,838,83800000,850,85000000,domain,1200000
chr3,850,85000000,859,85900000,domain,900000
chr3,859,85900000,869,86900000,domain,1000000
chr3,869,86900000,878,87800000,domain,900000
chr3,878,87800000,887,88700000,domain,900000
chr3,887,88700000,902,90200000,domain,1500000
chr3,902,90200000,917,91700000,domain,1500000
chr3,917,91700000,933,93300000,domain,1600000
chr3,933,93300000,947,94700000,domain,1400000
chr3,947,94700000,982,98200000,domain,3500000
chr3,982,98200000,998,99800000,domain,1600000
