chr,from.id,from.coord,to.id,to.coord,type,size
chr6,0,0,0,0,gap,0
chr6,0,0,4,400000,domain,400000
chr6,4,400000,11,1100000,domain,700000
chr6,11,1100000,24,2400000,domain,1300000
chr6,24,2400000,37,3700000,domain,1300000
chr6,37,3700000,46,4600000,domain,900000
chr6,46,4600000,60,6000000,domain,1400000
chr6,60,6000000,73,7300000,domain,1300000
chr6,73,7300000,94,9400000,domain,2100000
chr6,94,9400000,101,10100000,domain,700000
chr6,101,10100000,116,11600000,domain,1500000
chr6,116,11600000,130,13000000,domain,1400000
chr6,130,13000000,137,13700000,domain,700000
chr6,137,13700000,142,14200000,domain,500000
chr6,142,14200000,158,15800000,domain,1600000
chr6,158,15800000,173,17300000,domain,1500000
chr6,173,17300000,188,18800000,domain,1500000
chr6,188,18800000,216,21600000,domain,2800000
chr6,216,21600000,231,23100000,domain,1500000
chr6,231,23100000,243,24300000,domain,1200000
chr6,243,24300000,261,26100000,domain,1800000
chr6,261,26100000,270,27000000,domain,900000
chr6,270,27000000,276,27600000,domain,600000
chr6,276,27600000,287,28700000,domain,1100000
chr6,287,28700000,311,31100000,domain,2400000
chr6,311,31100000,322,32200000,domain,1100000
chr6,322,32200000,333,33300000,domain,1100000
chr6,333,33300000,349,34900000,domain,1600000
chr6,349,34900000,359,35900000,domain,1000000
chr6,359,35900000,376,37600000,domain,1700000
chr6,376,37600000,387,38700000,domain,1100000
chr6,387,38700000,394,39400000,domain,700000
chr6,394,39400000,410,41000000,domain,1600000
chr6,410,41000000,416,41600000,domain,600000
chr6,416,41600000,423,42300000,domain,700000
chr6,423,42300000,436,43600000,domain,1300000
chr6,436,43600000,450,45000000,domain,1400000
chr6,450,45000000,465,46500000,domain,1500000
chr6,465,46500000,476,47600000,domain,1100000
chr6,476,47600000,490,49000000,domain,1400000
chr6,490,49000000,502,50200000,domain,1200000
chr6,502,50200000,512,51200000,domain,1000000
chr6,512,51200000,526,52600000,domain,1400000
chr6,526,52600000,543,54300000,domain,1700000
chr6,543,54300000,556,55600000,domain,1300000
chr6,556,55600000,567,56700000,domain,1100000
chr6,567,56700000,573,57300000,domain,600000
chr6,573,57300000,582,58200000,domain,900000
chr6,582,58200000,594,59400000,domain,1200000
chr6,594,59400000,608,60800000,domain,1400000
chr6,608,60800000,623,62300000,domain,1500000
chr6,623,62300000,630,63000000,domain,700000
chr6,630,63000000,659,65900000,domain,2900000
chr6,659,65900000,670,67000000,domain,1100000
chr6,670,67000000,693,69300000,domain,2300000
chr6,693,69300000,707,70700000,domain,1400000
chr6,707,70700000,714,71400000,domain,700000
chr6,714,71400000,724,72400000,domain,1000000
chr6,724,72400000,741,74100000,domain,1700000
chr6,741,74100000,761,76100000,domain,2000000
chr6,761,76100000,768,76800000,domain,700000
chr6,768,76800000,776,77600000,domain,800000
chr6,776,77600000,798,79800000,domain,2200000
chr6,798,79800000,819,81900000,domain,2100000
chr6,819,81900000,839,83900000,domain,2000000
chr6,839,83900000,857,85700000,domain,1800000
chr6,857,85700000,863,86300000,domain,600000
chr6,863,86300000,874,87400000,domain,1100000
chr6,874,87400000,899,89900000,domain,2500000
chr6,899,89900000,909,90900000,domain,1000000
chr6,909,90900000,924,92400000,domain,1500000
chr6,924,92400000,930,93000000,domain,600000
chr6,930,93000000,938,93800000,domain,800000
chr6,938,93800000,950,95000000,domain,1200000
chr6,950,95000000,964,96400000,domain,1400000
chr6,964,96400000,978,97800000,domain,1400000
chr6,978,97800000,997,99700000,domain,1900000
chr6,997,99700000,1017,101700000,domain,2000000
chr6,1017,101700000,1025,102500000,domain,800000
chr6,1025,102500000,1036,103600000,domain,1100000
chr6,1036,103600000,1048,104800000,domain,1200000
chr6,1048,104800000,1062,106200000,domain,1400000
chr6,1062,106200000,1080,108000000,domain,1800000
chr6,1080,108000000,1091,109100000,domain,1100000
chr6,1091,109100000,1108,110800000,domain,1700000
chr6,1108,110800000,1117,111700000,domain,900000
chr6,1117,111700000,1134,113400000,domain,1700000
chr6,1134,113400000,1151,115100000,domain,1700000
chr6,1151,115100000,1158,115800000,domain,700000
chr6,1158,115800000,1174,117400000,domain,1600000
chr6,1174,117400000,1186,118600000,domain,1200000
chr6,1186,118600000,1196,119600000,domain,1000000
chr6,1196,119600000,1207,120700000,domain,1100000
chr6,1207,120700000,1212,121200000,domain,500000
chr6,1212,121200000,1222,122200000,domain,1000000
chr6,1222,122200000,1232,123200000,domain,1000000
chr6,1232,123200000,1246,124600000,domain,1400000
chr6,1246,124600000,1276,127600000,domain,3000000
chr6,1276,127600000,1286,128600000,domain,1000000
chr6,1286,128600000,1292,129200000,domain,600000
chr6,1292,129200000,1309,130900000,domain,1700000
chr6,1309,130900000,1317,131700000,domain,800000
chr6,1317,131700000,1334,133400000,domain,1700000
chr6,1334,133400000,1339,133900000,domain,500000
chr6,1339,133900000,1361,136100000,domain,2200000
chr6,1361,136100000,1371,137100000,domain,1000000
chr6,1371,137100000,1386,138600000,domain,1500000
chr6,1386,138600000,1398,139800000,domain,1200000
chr6,1398,139800000,1410,141000000,domain,1200000
chr6,1410,141000000,1419,141900000,domain,900000
chr6,1419,141900000,1425,142500000,domain,600000
chr6,1425,142500000,1433,143300000,domain,800000
chr6,1433,143300000,1439,143900000,domain,600000
chr6,1439,143900000,1448,144800000,domain,900000
chr6,1448,144800000,1456,145600000,domain,800000
chr6,1456,145600000,1472,147200000,domain,1600000
chr6,1472,147200000,1482,148200000,domain,1000000
chr6,1482,148200000,1494,149400000,domain,1200000
chr6,1494,149400000,1514,151400000,domain,2000000
chr6,1514,151400000,1521,152100000,domain,700000
chr6,1521,152100000,1538,153800000,domain,1700000
chr6,1538,153800000,1545,154500000,domain,700000
