chr,from.coord,to.coord,type
chr14,0,0,gap
chr14,0,1500000,domain
chr14,1500000,2100000,domain
chr14,2100000,4200000,domain
chr14,4200000,5100000,domain
chr14,5100000,8400000,domain
chr14,8400000,9300000,domain
chr14,9300000,10300000,domain
chr14,10300000,11200000,domain
chr14,11200000,12300000,domain
chr14,12300000,13500000,domain
chr14,13500000,14300000,domain
chr14,14300000,15600000,domain
chr14,15600000,16900000,domain
chr14,16900000,17700000,domain
chr14,17700000,18700000,domain
chr14,18700000,21500000,domain
chr14,21500000,24600000,domain
chr14,24600000,25100000,domain
chr14,25100000,26200000,domain
chr14,26200000,29300000,domain
chr14,29300000,30600000,domain
chr14,30600000,31700000,domain
chr14,31700000,33000000,domain
chr14,33000000,34100000,domain
chr14,34100000,36100000,domain
chr14,36100000,37000000,domain
chr14,37000000,37800000,domain
chr14,37800000,39200000,domain
chr14,39200000,40300000,domain
chr14,40300000,41500000,domain
chr14,41500000,42700000,domain
chr14,42700000,44300000,domain
chr14,44300000,45500000,domain
chr14,45500000,46600000,domain
chr14,46600000,47300000,domain
chr14,47300000,49100000,domain
chr14,49100000,49900000,domain
chr14,49900000,50700000,domain
chr14,50700000,51900000,domain
chr14,51900000,52600000,domain
chr14,52600000,53100000,domain
chr14,53100000,55100000,domain
chr14,55100000,56200000,domain
chr14,56200000,57300000,domain
chr14,57300000,58800000,domain
chr14,58800000,60100000,domain
chr14,60100000,63400000,domain
chr14,63400000,65000000,domain
chr14,65000000,66300000,domain
chr14,66300000,67200000,domain
chr14,67200000,68400000,domain
chr14,68400000,69600000,domain
chr14,69600000,71000000,domain
chr14,71000000,71800000,domain
chr14,71800000,72600000,domain
chr14,72600000,75400000,domain
chr14,75400000,76500000,domain
chr14,76500000,77700000,domain
chr14,77700000,79900000,domain
chr14,79900000,80700000,domain
chr14,80700000,82300000,domain
chr14,82300000,82800000,domain
