chr,from.id,from.coord,to.id,to.coord,type,size
chr7,0,0,0,0,gap,0
chr7,0,0,20,2000000,domain,2000000
chr7,20,2000000,36,3600000,domain,1600000
chr7,36,3600000,44,4400000,domain,800000
chr7,44,4400000,53,5300000,domain,900000
chr7,53,5300000,59,5900000,domain,600000
chr7,59,5900000,66,6600000,domain,700000
chr7,66,6600000,96,9600000,domain,3000000
chr7,96,9600000,107,10700000,domain,1100000
chr7,107,10700000,115,11500000,domain,800000
chr7,115,11500000,133,13300000,domain,1800000
chr7,133,13300000,151,15100000,domain,1800000
chr7,151,15100000,159,15900000,domain,800000
chr7,159,15900000,179,17900000,domain,2000000
chr7,179,17900000,189,18900000,domain,1000000
chr7,189,18900000,203,20300000,domain,1400000
chr7,203,20300000,220,22000000,domain,1700000
chr7,220,22000000,233,23300000,domain,1300000
chr7,233,23300000,240,24000000,domain,700000
chr7,240,24000000,246,24600000,domain,600000
chr7,246,24600000,252,25200000,domain,600000
chr7,252,25200000,261,26100000,domain,900000
chr7,261,26100000,267,26700000,domain,600000
chr7,267,26700000,277,27700000,domain,1000000
chr7,277,27700000,284,28400000,domain,700000
chr7,284,28400000,300,30000000,domain,1600000
chr7,300,30000000,306,30600000,domain,600000
chr7,306,30600000,315,31500000,domain,900000
chr7,315,31500000,325,32500000,domain,1000000
chr7,325,32500000,337,33700000,domain,1200000
chr7,337,33700000,356,35600000,domain,1900000
chr7,356,35600000,368,36800000,domain,1200000
chr7,368,36800000,374,37400000,domain,600000
chr7,374,37400000,392,39200000,domain,1800000
chr7,392,39200000,401,40100000,domain,900000
chr7,401,40100000,409,40900000,domain,800000
chr7,409,40900000,419,41900000,domain,1000000
chr7,419,41900000,433,43300000,domain,1400000
chr7,433,43300000,441,44100000,domain,800000
chr7,441,44100000,448,44800000,domain,700000
chr7,448,44800000,458,45800000,domain,1000000
chr7,458,45800000,472,47200000,domain,1400000
chr7,472,47200000,504,50400000,domain,3200000
chr7,504,50400000,512,51200000,domain,800000
chr7,512,51200000,526,52600000,domain,1400000
chr7,526,52600000,543,54300000,domain,1700000
chr7,543,54300000,558,55800000,domain,1500000
chr7,558,55800000,584,58400000,domain,2600000
chr7,584,58400000,591,59100000,domain,700000
chr7,591,59100000,611,61100000,domain,2000000
chr7,611,61100000,625,62500000,domain,1400000
chr7,625,62500000,635,63500000,domain,1000000
chr7,635,63500000,644,64400000,domain,900000
chr7,644,64400000,656,65600000,domain,1200000
chr7,656,65600000,663,66300000,domain,700000
chr7,663,66300000,678,67800000,domain,1500000
chr7,678,67800000,684,68400000,domain,600000
chr7,684,68400000,691,69100000,domain,700000
chr7,691,69100000,703,70300000,domain,1200000
chr7,703,70300000,713,71300000,domain,1000000
chr7,713,71300000,722,72200000,domain,900000
chr7,722,72200000,729,72900000,domain,700000
chr7,729,72900000,746,74600000,domain,1700000
chr7,746,74600000,764,76400000,domain,1800000
chr7,764,76400000,774,77400000,domain,1000000
chr7,774,77400000,782,78200000,domain,800000
chr7,782,78200000,788,78800000,domain,600000
chr7,788,78800000,796,79600000,domain,800000
chr7,796,79600000,808,80800000,domain,1200000
chr7,808,80800000,822,82200000,domain,1400000
chr7,822,82200000,834,83400000,domain,1200000
chr7,834,83400000,842,84200000,domain,800000
chr7,842,84200000,850,85000000,domain,800000
chr7,850,85000000,860,86000000,domain,1000000
chr7,860,86000000,877,87700000,domain,1700000
chr7,877,87700000,897,89700000,domain,2000000
chr7,897,89700000,904,90400000,domain,700000
chr7,904,90400000,930,93000000,domain,2600000
chr7,930,93000000,961,96100000,domain,3100000
chr7,961,96100000,968,96800000,domain,700000
chr7,968,96800000,981,98100000,domain,1300000
chr7,981,98100000,1004,100400000,domain,2300000
chr7,1004,100400000,1012,101200000,domain,800000
chr7,1012,101200000,1026,102600000,domain,1400000
chr7,1026,102600000,1036,103600000,domain,1000000
chr7,1036,103600000,1051,105100000,domain,1500000
chr7,1051,105100000,1064,106400000,domain,1300000
chr7,1064,106400000,1078,107800000,domain,1400000
chr7,1078,107800000,1093,109300000,domain,1500000
chr7,1093,109300000,1101,110100000,domain,800000
chr7,1101,110100000,1117,111700000,domain,1600000
chr7,1117,111700000,1127,112700000,domain,1000000
chr7,1127,112700000,1137,113700000,domain,1000000
chr7,1137,113700000,1144,114400000,domain,700000
chr7,1144,114400000,1149,114900000,domain,500000
chr7,1149,114900000,1160,116000000,domain,1100000
chr7,1160,116000000,1178,117800000,domain,1800000
chr7,1178,117800000,1184,118400000,domain,600000
chr7,1184,118400000,1206,120600000,domain,2200000
chr7,1206,120600000,1224,122400000,domain,1800000
chr7,1224,122400000,1252,125200000,domain,2800000
chr7,1252,125200000,1264,126400000,domain,1200000
chr7,1264,126400000,1282,128200000,domain,1800000
chr7,1282,128200000,1302,130200000,domain,2000000
chr7,1302,130200000,1317,131700000,domain,1500000
chr7,1317,131700000,1324,132400000,domain,700000
chr7,1324,132400000,1339,133900000,domain,1500000
chr7,1339,133900000,1356,135600000,domain,1700000
chr7,1356,135600000,1366,136600000,domain,1000000
chr7,1366,136600000,1382,138200000,domain,1600000
chr7,1382,138200000,1393,139300000,domain,1100000
chr7,1393,139300000,1401,140100000,domain,800000
