chr,from.coord,to.coord,type
chr7,0,0,gap
chr7,0,2000000,domain
chr7,2000000,3600000,domain
chr7,3600000,4400000,domain
chr7,4400000,5300000,domain
chr7,5300000,5900000,domain
chr7,5900000,6600000,domain
chr7,6600000,9600000,domain
chr7,9600000,10700000,domain
chr7,10700000,11500000,domain
chr7,11500000,13300000,domain
chr7,13300000,15100000,domain
chr7,15100000,15900000,domain
chr7,15900000,17900000,domain
chr7,17900000,18900000,domain
chr7,18900000,20300000,domain
chr7,20300000,22000000,domain
chr7,22000000,23300000,domain
chr7,23300000,24000000,domain
chr7,24000000,24600000,domain
chr7,24600000,25200000,domain
chr7,25200000,26100000,domain
chr7,26100000,26700000,domain
chr7,26700000,27700000,domain
chr7,27700000,28400000,domain
chr7,28400000,30000000,domain
chr7,30000000,30600000,domain
chr7,30600000,31500000,domain
chr7,31500000,32500000,domain
chr7,32500000,33700000,domain
chr7,33700000,35600000,domain
chr7,35600000,36800000,domain
chr7,36800000,37400000,domain
chr7,37400000,39200000,domain
chr7,39200000,40100000,domain
chr7,40100000,40900000,domain
chr7,40900000,41900000,domain
chr7,41900000,43300000,domain
chr7,43300000,44100000,domain
chr7,44100000,44800000,domain
chr7,44800000,45800000,domain
chr7,45800000,47200000,domain
chr7,47200000,50400000,domain
chr7,50400000,51200000,domain
chr7,51200000,52600000,domain
chr7,52600000,54300000,domain
chr7,54300000,55800000,domain
chr7,55800000,58400000,domain
chr7,58400000,59100000,domain
chr7,59100000,61100000,domain
chr7,61100000,62500000,domain
chr7,62500000,63500000,domain
chr7,63500000,64400000,domain
chr7,64400000,65600000,domain
chr7,65600000,66300000,domain
chr7,66300000,67800000,domain
chr7,67800000,68400000,domain
chr7,68400000,69100000,domain
chr7,69100000,70300000,domain
chr7,70300000,71300000,domain
chr7,71300000,72200000,domain
chr7,72200000,72900000,domain
chr7,72900000,74600000,domain
chr7,74600000,76400000,domain
chr7,76400000,77400000,domain
chr7,77400000,78200000,domain
chr7,78200000,78800000,domain
chr7,78800000,79600000,domain
chr7,79600000,80800000,domain
chr7,80800000,82200000,domain
chr7,82200000,83400000,domain
chr7,83400000,84200000,domain
chr7,84200000,85000000,domain
chr7,85000000,86000000,domain
chr7,86000000,87700000,domain
chr7,87700000,89700000,domain
chr7,89700000,90400000,domain
chr7,90400000,93000000,domain
chr7,93000000,96100000,domain
chr7,96100000,96800000,domain
chr7,96800000,98100000,domain
chr7,98100000,100400000,domain
chr7,100400000,101200000,domain
chr7,101200000,102600000,domain
chr7,102600000,103600000,domain
chr7,103600000,105100000,domain
chr7,105100000,106400000,domain
chr7,106400000,107800000,domain
chr7,107800000,109300000,domain
chr7,109300000,110100000,domain
chr7,110100000,111700000,domain
chr7,111700000,112700000,domain
chr7,112700000,113700000,domain
chr7,113700000,114400000,domain
chr7,114400000,114900000,domain
chr7,114900000,116000000,domain
chr7,116000000,117800000,domain
chr7,117800000,118400000,domain
chr7,118400000,120600000,domain
chr7,120600000,122400000,domain
chr7,122400000,125200000,domain
chr7,125200000,126400000,domain
chr7,126400000,128200000,domain
chr7,128200000,130200000,domain
chr7,130200000,131700000,domain
chr7,131700000,132400000,domain
chr7,132400000,133900000,domain
chr7,133900000,135600000,domain
chr7,135600000,136600000,domain
chr7,136600000,138200000,domain
chr7,138200000,139300000,domain
chr7,139300000,140100000,domain
