chr,from.id,from.coord,to.id,to.coord,type,size
chr19,0,0,0,0,gap,0
chr19,0,0,5,500000,domain,500000
chr19,5,500000,10,1000000,domain,500000
chr19,10,1000000,16,1600000,domain,600000
chr19,16,1600000,26,2600000,domain,1000000
chr19,26,2600000,44,4400000,domain,1800000
chr19,44,4400000,54,5400000,domain,1000000
chr19,54,5400000,66,6600000,domain,1200000
chr19,66,6600000,83,8300000,domain,1700000
chr19,83,8300000,95,9500000,domain,1200000
chr19,95,9500000,112,11200000,domain,1700000
chr19,112,11200000,125,12500000,domain,1300000
chr19,125,12500000,141,14100000,domain,1600000
chr19,141,14100000,161,16100000,domain,2000000
chr19,161,16100000,170,17000000,domain,900000
chr19,170,17000000,180,18000000,domain,1000000
chr19,180,18000000,192,19200000,domain,1200000
chr19,192,19200000,221,22100000,domain,2900000
chr19,221,22100000,236,23600000,domain,1500000
chr19,236,23600000,254,25400000,domain,1800000
chr19,254,25400000,266,26600000,domain,1200000
chr19,266,26600000,282,28200000,domain,1600000
chr19,282,28200000,309,30900000,domain,2700000
chr19,309,30900000,319,31900000,domain,1000000
chr19,319,31900000,336,33600000,domain,1700000
chr19,336,33600000,385,38500000,domain,4900000
chr19,385,38500000,398,39800000,domain,1300000
chr19,398,39800000,409,40900000,domain,1100000
chr19,409,40900000,417,41700000,domain,800000
chr19,417,41700000,430,43000000,domain,1300000
chr19,430,43000000,451,45100000,domain,2100000
chr19,451,45100000,467,46700000,domain,1600000
chr19,467,46700000,491,49100000,domain,2400000
chr19,491,49100000,505,50500000,domain,1400000
chr19,505,50500000,512,51200000,domain,700000
chr19,512,51200000,520,52000000,domain,800000
chr19,520,52000000,530,53000000,domain,1000000
chr19,530,53000000,534,53400000,domain,400000
